,State,District,State-District,Center,"House Science, Space and Technology Committee",House Space and Aeronautics Subcommittee,House CJS,HouseCommitties,Award,Zip,Center_Abbreviation,Center_Name,NatLog_Award,Log10_Award
214,MN,3,MN-3,0.0,0.0,0.0,0.0,0.0,5317.579999999999,0.0,,,8.578773591625069,3.725714032340108
215,MN,4,MN-4,0.0,0.0,0.0,0.0,0.0,7300.780000000002,0.0,,,8.89573647074357,3.8633692617094404
216,MN,5,MN-5,0.0,0.0,0.0,0.0,0.0,40798.726,0.0,,,10.61640613441453,4.610646601820063
217,MN,6,MN-6,0.0,0.0,0.0,0.0,0.0,207.578,0.0,,,5.335507172651147,2.317181323237614
218,MN,7,MN-7,0.0,0.0,0.0,0.0,0.0,47.31,0.0,,,3.8567216896430567,1.6749529480485654
219,MN,8,MN-8,0.0,0.0,0.0,0.0,0.0,1186.5739999999998,0.0,,,7.078825442241152,3.0742948279216784
220,MO,1,MO-1,0.0,0.0,0.0,0.0,0.0,164300.95600000006,0.0,,,12.009455122632898,5.215640090424208
221,MO,2,MO-2,0.0,0.0,0.0,0.0,0.0,954.98,0.0,,,6.861690397853058,2.979994276316112
222,MO,3,MO-3,0.0,0.0,0.0,0.0,0.0,930.7759999999997,0.0,,,6.836018646824122,2.9688451765034505
223,MO,4,MO-4,0.0,0.0,0.0,0.0,0.0,4514.125,0.0,,,8.414966648620128,3.6545735808956215
224,MO,5,MO-5,0.0,0.0,0.0,0.0,0.0,861.4929999999998,0.0,,,6.758666930572233,2.9352517529695095
225,MO,6,MO-6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,1.6094379124341003,0.6989700043360189
226,MO,7,MO-7,0.0,0.0,0.0,0.0,0.0,1047.604,0.0,,,6.954260930877508,3.0201971479954732
227,MO,8,MO-8,0.0,0.0,0.0,0.0,0.0,6375.391,0.0,,,8.760200701479148,3.80450682501739
228,MS,1,MS-1,0.0,0.0,0.0,0.0,0.0,6951.241,0.0,,,8.846675483769772,3.842062345789993
229,MS,2,MS-2,0.0,0.0,0.0,0.0,0.0,504.507,0.0,,,6.22358171482129,2.702867196420864
230,MS,3,MS-3,0.0,0.0,0.0,0.0,0.0,2852.324,0.0,,,7.955889379569764,3.4551988561798344
231,MS,4,MS-4,1.0,0.0,0.0,0.0,0.0,3645208.5020000013,39556.0,SSC,Stennis Space Center/NASA Shared Services Center,15.1089241239837,6.561722374541044
232,MT,0,MT-0,0.0,0.0,0.0,0.0,0.0,49956.93300000003,0.0,,,10.818916573243836,4.698595767931437
233,NC,1,NC-1,0.0,0.0,0.0,0.0,0.0,10526.463,0.0,,,9.261647651265944,4.022282468277012
234,NC,2,NC-2,0.0,0.0,0.0,0.0,0.0,2442.686,0.0,,,7.800853532501696,3.387867643300976
235,NC,3,NC-3,0.0,1.0,0.0,0.0,1.0,1238.171,0.0,,,7.121390569715715,3.09278062790539
236,NC,4,NC-4,0.0,0.0,0.0,0.0,0.0,19026.314,0.0,,,9.853578247361952,4.2793546598312115
237,NC,5,NC-5,0.0,0.0,0.0,0.0,0.0,2141.193,0.0,,,7.669118429319038,3.3306558149157923
238,NC,6,NC-6,0.0,0.0,0.0,0.0,0.0,861.1999999999998,0.0,,,6.7583267654902075,2.9351040211514494
239,NC,7,NC-7,0.0,0.0,0.0,0.0,0.0,6544.635,0.0,,,8.786400909027272,3.8158854305802596
240,NC,8,NC-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
241,NC,9,NC-9,0.0,0.0,0.0,0.0,0.0,14737.672,0.0,,,9.59816221568507,4.168428886684316
242,NC,10,NC-10,0.0,0.0,0.0,0.0,0.0,93.534,0.0,,,4.538325006558599,1.9709695074319387
243,NC,11,NC-11,0.0,0.0,0.0,0.0,0.0,2039.5370000000007,0.0,,,7.620478100294452,3.309531588422456
244,NC,12,NC-12,0.0,0.0,0.0,0.0,0.0,1249.774,0.0,,,7.130718013950056,3.0968314854666246
245,NC,13,NC-13,0.0,0.0,0.0,0.0,0.0,2245.508,0.0,,,7.716687055202364,3.3513146066486406
246,ND,0,ND-0,0.0,0.0,0.0,0.0,0.0,13708.191,0.0,,,9.525748816366937,4.136980146944593
247,NE,1,NE-1,0.0,0.0,0.0,0.0,0.0,6242.078,0.0,,,8.739068418747523,3.795329191237026
248,NE,2,NE-2,0.0,0.0,0.0,0.0,0.0,7274.843000000001,0.0,,,8.892177511050813,3.86182362515356
249,NE,3,NE-3,0.0,0.0,0.0,0.0,0.0,220.925,0.0,,,5.397823277404068,2.3442448636655127
250,NH,1,NH-1,0.0,0.0,0.0,0.0,0.0,84862.15799999997,0.0,,,11.348783548553174,4.928714071451048
251,NH,2,NH-2,0.0,0.0,0.0,0.0,0.0,78124.25400000003,0.0,,,11.266055838193113,4.892785883341183
252,NJ,1,NJ-1,0.0,0.0,0.0,0.0,0.0,516.414,0.0,,,6.246908769371845,2.7129980074912257
253,NJ,2,NJ-2,0.0,0.0,0.0,0.0,0.0,10.056,0.0,,,2.3081694712879464,1.0024252646779013
254,NJ,3,NJ-3,0.0,0.0,0.0,0.0,0.0,1063.81,0.0,,,6.9696120825272425,3.0268640684478125
255,NJ,4,NJ-4,0.0,0.0,0.0,0.0,0.0,738.061,0.0,,,6.604026477011226,2.868092257308948
256,NJ,5,NJ-5,0.0,0.0,0.0,0.0,0.0,1788.1999999999996,0.0,,,7.488964806301217,3.252416090544274
257,NJ,6,NJ-6,0.0,0.0,0.0,0.0,0.0,17164.51,0.0,,,9.750599159023514,4.2346314100144
258,NJ,7,NJ-7,0.0,0.0,0.0,0.0,0.0,10335.642,0.0,,,9.243353589199625,4.014337458070014
259,NJ,8,NJ-8,0.0,0.0,0.0,0.0,0.0,1865.915,0.0,,,7.531506828386915,3.2708918559850986
260,NJ,9,NJ-9,0.0,0.0,0.0,0.0,0.0,3369.006,0.0,,,8.122373024348867,3.52750178443454
261,NJ,10,NJ-10,0.0,0.0,0.0,0.0,0.0,11992.836999999998,0.0,,,9.39206483387779,4.078921931030705
262,NJ,11,NJ-11,0.0,1.0,0.0,0.0,1.0,6643.414999999999,0.0,,,8.801381417488761,3.82239138274119
263,NJ,12,NJ-12,0.0,0.0,0.0,0.0,0.0,45949.210999999996,0.0,,,10.735291956798545,4.662278058457971
264,NM,1,NM-1,0.0,0.0,0.0,0.0,0.0,123485.49600000006,0.0,,,11.723878986857853,5.0916159504938525
265,NM,2,NM-2,0.0,0.0,0.0,0.0,0.0,53193.851,0.0,,,10.881698085942773,4.725861432462124
266,NM,3,NM-3,0.0,0.0,0.0,0.0,0.0,17981.038000000004,0.0,,,9.797073037171266,4.254814758846613
267,NV,2,NV-2,0.0,0.0,0.0,0.0,0.0,136988.089,0.0,,,11.827649259424781,5.136682807255266
268,NV,1,NV-1,0.0,0.0,0.0,0.0,0.0,5175.435000000001,0.0,,,8.551678672571912,3.7139468585077067
269,NV,3,NV-3,0.0,0.0,0.0,0.0,0.0,2496.894,0.0,,,7.822802838437577,3.397400105750535
270,NV,4,NV-4,0.0,0.0,0.0,0.0,0.0,10456.638,0.0,,,9.254992271040111,4.019392073369965
271,NY,1,NY-1,0.0,0.0,0.0,0.0,0.0,27078.618,0.0,,,10.20649969175052,4.4326264956744925
272,NY,2,NY-2,0.0,0.0,0.0,0.0,0.0,4324.66,0.0,,,8.372088803559075,3.635951969389704
273,NY,3,NY-3,0.0,0.0,0.0,0.0,0.0,640.1880000000001,0.0,,,6.461761883217633,2.806307529254183
274,NY,4,NY-4,0.0,0.0,0.0,0.0,0.0,683.596,0.0,,,6.5273670998492435,2.8347995128213586
275,NY,5,NY-5,0.0,0.0,0.0,0.0,0.0,747.4,0.0,,,6.616600517051383,2.873553093513619
276,NY,6,NY-6,0.0,0.0,0.0,1.0,1.0,1120.579,0.0,,,7.021600794994853,3.049442479393751
277,NY,7,NY-7,0.0,0.0,0.0,0.0,0.0,17044.750000000004,0.0,,,9.743597517406654,4.231590635695933
278,NY,8,NY-8,0.0,0.0,0.0,0.0,0.0,1724.447,0.0,,,7.452661698358655,3.236649851088881
279,NY,9,NY-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
280,NY,10,NY-10,0.0,0.0,0.0,0.0,0.0,71043.38100000001,0.0,,,11.171045969438952,4.8515236216148985
281,NY,11,NY-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
282,NY,12,NY-12,0.0,0.0,0.0,0.0,0.0,3270.502,0.0,,,8.09269876892837,3.5146144190508304
283,NY,13,NY-13,0.0,0.0,0.0,0.0,0.0,62090.681,0.0,,,11.03635119224854,4.793026423139916
284,NY,14,NY-14,0.0,0.0,0.0,0.0,0.0,248.627,0.0,,,5.51595378138512,2.3955482896889335
285,NY,15,NY-15,0.0,0.0,0.0,2.0,2.0,1027.716,0.0,,,6.935094143255578,3.0118731178954574
286,NY,16,NY-16,0.0,0.0,0.0,0.0,0.0,818.2230000000001,0.0,,,6.707134915586639,2.9128716832199104
287,NY,17,NY-17,0.0,0.0,0.0,0.0,0.0,10724.396999999999,0.0,,,9.280276518439377,4.030372882494543
288,NY,18,NY-18,0.0,0.0,0.0,0.0,0.0,103.48899999999999,0.0,,,4.639465326864047,2.0148941904385222
289,NY,19,NY-19,0.0,0.0,0.0,0.0,0.0,625.0,0.0,,,6.437751649736401,2.7958800173440754
290,NY,20,NY-20,0.0,1.0,0.0,0.0,1.0,37314.122,0.0,,,10.527127139876903,4.5718732271425
291,NY,21,NY-21,0.0,0.0,0.0,0.0,0.0,2545.394,0.0,,,7.8420407303618,3.4057550160566765
292,NY,22,NY-22,0.0,0.0,0.0,0.0,0.0,3508.07,0.0,,,8.162821307682954,3.545068250688993
293,NY,23,NY-23,0.0,0.0,0.0,0.0,0.0,37649.28500000002,0.0,,,10.536069242343864,4.575756732900515
294,NY,24,NY-24,0.0,0.0,0.0,0.0,0.0,3621.784,0.0,,,8.194722001104624,3.558922545810912
295,NY,25,NY-25,0.0,0.0,0.0,0.0,0.0,382249.915,0.0,,,12.853829901423724,5.5823473975113425
296,NY,26,NY-26,0.0,0.0,0.0,0.0,0.0,8233.160000000002,0.0,,,9.01592518109477,3.915566555402035
297,NY,27,NY-27,0.0,0.0,0.0,0.0,0.0,15736.370999999996,0.0,,,9.66372993630343,4.196904585939842
298,OH,1,OH-1,0.0,0.0,0.0,0.0,0.0,85606.10100000001,0.0,,,11.357511832954494,4.932504717203024
299,OH,2,OH-2,0.0,0.0,0.0,0.0,0.0,511.71,0.0,,,6.237758058320892,2.7090239041763056
300,OH,3,OH-3,0.0,0.0,0.0,0.0,0.0,43474.362,0.0,,,10.679926664014172,4.638233217312759
301,OH,4,OH-4,0.0,0.0,0.0,0.0,0.0,316.878,0.0,,,5.7585168417562524,2.500892088321682
302,OH,5,OH-5,0.0,0.0,0.0,0.0,0.0,569.8180000000001,0.0,,,6.3453170115964435,2.7557361640631677
303,OH,6,OH-6,0.0,0.0,0.0,0.0,0.0,108.125,0.0,,,4.683287965252044,2.0339261204728705
304,OH,7,OH-7,0.0,0.0,0.0,0.0,0.0,1933.69,0.0,,,7.567185373610171,3.286386851297894
305,OH,8,OH-8,0.0,0.0,0.0,0.0,0.0,2107.5260000000007,0.0,,,7.653270026691964,3.323772941107873
306,OH,9,OH-9,0.0,0.0,0.0,1.0,1.0,86431.04099999997,0.0,,,11.367102161103167,4.936669743797634
307,OH,10,OH-10,0.0,0.0,0.0,0.0,0.0,30814.640000000007,0.0,,,10.335745180706002,4.488757098338745
308,OH,11,OH-11,0.0,0.0,0.0,0.0,0.0,122717.697,0.0,,,11.717641850127732,5.088907196429084
309,OH,12,OH-12,0.0,1.0,0.0,0.0,1.0,3445.821,0.0,,,8.144917471455496,3.5372927134105088
310,OH,13,OH-13,0.0,0.0,0.0,0.0,0.0,2316.1820000000002,0.0,,,7.747675419370456,3.3647726822100514
311,OH,14,OH-14,0.0,0.0,0.0,0.0,0.0,2105.4410000000003,0.0,,,7.652280225361821,3.3233430758520113
312,OH,15,OH-15,0.0,0.0,0.0,0.0,0.0,18307.878000000004,0.0,,,9.81508673799778,4.262638009714224
313,OH,16,OH-16,1.0,1.0,0.0,0.0,1.0,707244.4580000001,44135.0,GRC,Glenn Research Center,13.469131653148665,5.849569552990889
314,OK,1,OK-1,0.0,0.0,0.0,0.0,0.0,451.759,0.0,,,6.113148851797407,2.6549068133888136
315,OK,2,OK-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
316,OK,3,OK-3,0.0,1.0,0.0,0.0,1.0,49570.654,0.0,,,10.811154284391375,4.6952246487158735
317,OK,4,OK-4,0.0,0.0,0.0,0.0,0.0,185920.984,0.0,,,12.133077045230644,5.26932840925068
318,OK,5,OK-5,0.0,1.0,2.0,0.0,3.0,10.455,0.0,,,2.347080332880597,1.0193240371536907
319,OR,1,OR-1,0.0,1.0,0.0,0.0,1.0,9827.472999999998,0.0,,,9.19293710989972,3.992441859313076
320,OR,2,OR-2,0.0,0.0,0.0,0.0,0.0,203.75,0.0,,,5.316893752120972,2.3090976174120144
321,OR,3,OR-3,0.0,0.0,0.0,0.0,0.0,12133.812999999998,0.0,,,9.403751297142348,4.083997297539469
322,OR,4,OR-4,0.0,0.0,0.0,0.0,0.0,39753.84600000001,0.0,,,10.590461870119023,4.599379150999485
323,OR,5,OR-5,0.0,0.0,0.0,0.0,0.0,4420.55,0.0,,,8.394019401719568,3.6454763071556435
324,PA,1,PA-1,0.0,0.0,0.0,0.0,0.0,4465.538000000001,0.0,,,8.404144978773099,3.6498737893960786
325,PA,2,PA-2,0.0,0.0,0.0,0.0,0.0,9320.306,0.0,,,9.139950739758683,3.969430171144741
326,PA,3,PA-3,0.0,0.0,0.0,0.0,0.0,21110.965,0.0,,,9.957547852729821,4.3245080857281355
327,PA,4,PA-4,0.0,0.0,0.0,0.0,0.0,2321.922,0.0,,,7.750150569962356,3.365847626453993
328,PA,5,PA-5,0.0,0.0,0.0,0.0,0.0,15188.284999999998,0.0,,,9.628279685989963,4.181508737846615
329,PA,6,PA-6,0.0,0.0,0.0,0.0,0.0,5430.036000000002,0.0,,,8.599701042740259,3.734802708879735
330,PA,7,PA-7,0.0,0.0,0.0,0.0,0.0,14277.175,0.0,,,9.566417387191159,4.154642282840444
331,PA,8,PA-8,0.0,0.0,0.0,1.0,1.0,4074.2090000000003,0.0,,,8.312431896403648,3.6100433038046873
332,PA,9,PA-9,0.0,0.0,0.0,0.0,0.0,3311.969,0.0,,,8.105298155557964,3.520086263139429
333,PA,10,PA-10,0.0,0.0,0.0,0.0,0.0,45.473,0.0,,,3.8171187432281224,1.657753606953449
334,PA,11,PA-11,0.0,0.0,0.0,0.0,0.0,3804.153,0.0,,,8.243848643676635,3.5802579755943693
335,PA,12,PA-12,0.0,0.0,0.0,0.0,0.0,119825.98199999999,0.0,,,11.69379581927904,5.078550996816204
336,PA,13,PA-13,0.0,0.0,0.0,0.0,0.0,1692.1760000000002,0.0,,,7.433770553669106,3.228445531193374
337,PA,14,PA-14,0.0,0.0,0.0,0.0,0.0,11521.356000000002,0.0,,,9.351957635656133,4.06150359615844
338,PA,15,PA-15,0.0,0.0,0.0,0.0,0.0,2017.635,0.0,,,7.60968131240357,3.304842603019166
339,PA,16,PA-16,0.0,0.0,0.0,0.0,0.0,1292.8209999999995,0.0,,,7.164581931446782,3.1115383979710796
340,PA,17,PA-17,0.0,1.0,0.0,0.0,1.0,1044.667,0.0,,,6.951453453328852,3.0189778759880244
341,PA,18,PA-18,0.0,0.0,0.0,0.0,0.0,62994.567,0.0,,,11.050803763559713,4.799303095109671
342,RI,1,RI-1,0.0,0.0,0.0,0.0,0.0,22304.33800000001,0.0,,,10.012536467677851,4.348389337767568
343,RI,2,RI-2,0.0,0.0,0.0,0.0,0.0,4059.038,0.0,,,8.308701278706875,3.6084231171248886
344,SC,1,SC-1,0.0,0.0,0.0,0.0,0.0,8641.171999999999,0.0,,,9.06429350074687,3.9365726497258753
345,SC,2,SC-2,0.0,0.0,0.0,0.0,0.0,7022.191999999999,0.0,,,8.856830698991999,3.846472699723546
346,SC,3,SC-3,0.0,0.0,0.0,0.0,0.0,8933.44,0.0,,,9.097556818058061,3.9510187248839217
347,SC,4,SC-4,0.0,0.0,0.0,0.0,0.0,8015.676999999999,0.0,,,8.989154528101627,3.903940208530166
348,SC,5,SC-5,0.0,1.0,0.0,0.0,1.0,378.96,0.0,,,5.937430658615496,2.5785933717199003
349,SC,6,SC-6,0.0,0.0,0.0,0.0,0.0,5188.176,0.0,,,8.554137469301931,3.715014700359676
350,SC,7,SC-7,0.0,0.0,0.0,0.0,0.0,155.70600000000005,0.0,,,5.047969613742946,2.192305348063851
351,SD,0,SD-0,0.0,0.0,0.0,0.0,0.0,21419.43899999999,0.0,,,9.972054153182572,4.3308080919675955
352,TN,1,TN-1,0.0,0.0,0.0,0.0,0.0,215.028,0.0,,,5.370768252206279,2.3324950155143593
353,TN,2,TN-2,0.0,0.0,0.0,0.0,0.0,29061.6,0.0,,,10.277172994108266,4.4633195209063405
354,TN,3,TN-3,0.0,0.0,0.0,0.0,0.0,2954.0530000000012,0.0,,,7.99093340470424,3.470418282919416
355,TN,4,TN-4,0.0,0.0,0.0,0.0,0.0,370.056,0.0,,,5.913654345537161,2.568267450149975
356,TN,5,TN-5,0.0,0.0,0.0,0.0,0.0,11762.946000000002,0.0,,,9.372709700284258,4.070516103314534
357,TN,6,TN-6,0.0,0.0,0.0,0.0,0.0,3840.728999999999,0.0,,,8.253417471313728,3.5844136646354423
358,TN,7,TN-7,0.0,0.0,0.0,0.0,0.0,11.78,0.0,,,2.4664031782234406,1.0711452904510828
359,TN,8,TN-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
360,TN,9,TN-9,0.0,1.0,0.0,0.0,1.0,1354.565,0.0,,,7.211235648561277,3.13179984987418
361,TX,1,TX-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
362,TX,2,TX-2,0.0,0.0,0.0,0.0,0.0,28857.14,0.0,,,10.270112728318123,4.460253286432911
363,TX,3,TX-3,0.0,0.0,0.0,0.0,0.0,8292.682999999999,0.0,,,9.023128838711566,3.9186950641545297
364,TX,4,TX-4,0.0,0.0,0.0,0.0,0.0,2100.279,0.0,,,7.649825472029643,3.3222769900254128
365,TX,5,TX-5,0.0,0.0,0.0,0.0,0.0,186651.76000000004,0.0,,,12.136999913711614,5.271032089385198
366,TX,6,TX-6,0.0,0.0,0.0,0.0,0.0,7269.403,0.0,,,8.891429448861313,3.86149874587254
367,TX,7,TX-7,0.0,1.0,0.0,0.0,1.0,856.903,0.0,,,6.7533247266608925,2.932931663289612
368,TX,8,TX-8,0.0,0.0,0.0,0.0,0.0,896.6200000000001,0.0,,,6.798632137963742,2.952608422007761
369,TX,9,TX-9,0.0,0.0,0.0,0.0,0.0,252440.637,0.0,,,12.438931399066883,5.402159267387843
370,TX,10,TX-10,0.0,0.0,0.0,0.0,0.0,16403.295000000002,0.0,,,9.705237508265794,4.2149310954003
371,TX,11,TX-11,0.0,0.0,0.0,0.0,0.0,865.4830000000002,0.0,,,6.763287732597827,2.937258541791192
372,TX,12,TX-12,0.0,0.0,0.0,0.0,0.0,22126.727000000006,0.0,,,10.004541523327056,4.344917177552894
373,TX,13,TX-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
374,TX,14,TX-14,0.0,1.0,0.0,0.0,1.0,9911.813,0.0,,,9.201482557110028,3.9961530998819086
375,TX,15,TX-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
376,TX,16,TX-16,0.0,0.0,0.0,0.0,0.0,19250.651,0.0,,,9.865300157325926,4.284445420645932
377,TX,17,TX-17,0.0,0.0,0.0,0.0,0.0,39764.03000000001,0.0,,,10.590718013783015,4.59949039277933
378,TX,18,TX-18,0.0,0.0,0.0,0.0,0.0,31451.942000000006,0.0,,,10.356216009029838,4.497647466119776
379,TX,19,TX-19,0.0,0.0,0.0,0.0,0.0,5047.749,0.0,,,8.526697680322396,3.703097751421274
380,TX,20,TX-20,0.0,0.0,0.0,0.0,0.0,949772.2630000005,0.0,,,13.76397751168064,5.977619482363353
381,TX,21,TX-21,0.0,0.0,0.0,0.0,0.0,6834.051999999999,0.0,,,8.829673041660044,3.8346782790028584
382,TX,22,TX-22,0.0,1.0,1.0,0.0,2.0,266666.535,0.0,,,12.493754224231832,5.425968517839328
383,TX,23,TX-23,0.0,0.0,0.0,0.0,0.0,2725.8740000000003,0.0,,,7.910544389618162,3.4355057772618953
384,TX,24,TX-24,0.0,0.0,0.0,0.0,0.0,23745.279,0.0,,,10.075139010756265,4.375577276779634
385,TX,25,TX-25,0.0,0.0,0.0,0.0,0.0,90302.784,0.0,,,11.410923569494608,4.955701139651266
386,TX,26,TX-26,0.0,0.0,0.0,0.0,0.0,2068.993,0.0,,,7.6348172944628745,3.315759021324741
387,TX,27,TX-27,0.0,1.0,0.0,0.0,1.0,5270.593000000001,0.0,,,8.569898158924254,3.7218594808936407
388,TX,28,TX-28,0.0,0.0,0.0,0.0,0.0,272.997,0.0,,,5.609460806113591,2.4361578745476993
389,TX,29,TX-29,0.0,0.0,0.0,0.0,0.0,308.9009999999999,0.0,,,5.733020837212918,2.4898193142379315
390,TX,30,TX-30,0.0,2.0,0.0,0.0,2.0,7186.086000000001,0.0,,,8.879901935316854,3.856492410350116
391,TX,31,TX-31,0.0,0.0,0.0,0.0,0.0,10237.802000000009,0.0,,,9.233842227115726,4.010206726001593
392,TX,32,TX-32,0.0,0.0,0.0,0.0,0.0,6632.88,0.0,,,8.79979437800053,3.8217021402488887
393,TX,33,TX-33,0.0,0.0,0.0,0.0,0.0,137.582,0.0,,,4.924220102988864,2.138561618405126
394,TX,34,TX-34,0.0,0.0,0.0,0.0,0.0,230.967,0.0,,,5.442274843173883,2.3635499333913024
395,TX,35,TX-35,0.0,0.0,0.0,0.0,0.0,34287.184,0.0,,,10.442526919016732,4.535131818055133
396,TX,36,TX-36,1.0,1.0,1.0,0.0,2.0,25450564.82500001,77058.0,JSC,Johnson Space Flight Center,17.052248494231232,7.405697425087659
397,UT,1,UT-1,0.0,0.0,0.0,0.0,0.0,4065219.683,0.0,,,15.217978342062228,6.6090840196808225
398,UT,2,UT-2,0.0,0.0,0.0,0.0,0.0,19782.477,0.0,,,9.892551824838922,4.296280669469488
399,UT,3,UT-3,0.0,0.0,0.0,0.0,0.0,9571.937999999998,0.0,,,9.166590971782046,3.9809998769091095
400,UT,4,UT-4,0.0,1.0,0.0,0.0,1.0,1386.2839999999994,0.0,,,7.234382064964345,3.1418522107938673
401,VA,1,VA-1,0.0,0.0,0.0,0.0,0.0,1614267.983,0.0,,,14.294392150584631,6.2079756331600615
402,VA,2,VA-2,0.0,0.0,0.0,0.0,0.0,1956688.833,0.0,,,14.486764231692103,6.291521766457282
403,VA,3,VA-3,1.0,0.0,0.0,0.0,0.0,435154.4359999999,23666.0,LaRC,Langley Research Center,12.983456272351612,5.638643415114469
404,VA,4,VA-4,0.0,0.0,0.0,0.0,0.0,915.5880000000003,0.0,,,6.819566481832631,2.961700092032284
405,VA,5,VA-5,0.0,0.0,0.0,0.0,0.0,22604.95,0.0,,,10.025924187826238,4.354203550753277
406,VA,6,VA-6,0.0,0.0,0.0,0.0,0.0,5999.6140000000005,0.0,,,8.699450412807382,3.778123309873212
407,VA,7,VA-7,0.0,0.0,0.0,0.0,0.0,2609.913,0.0,,,7.867072166427838,3.4166260306142706
408,VA,8,VA-8,0.0,1.0,1.0,0.0,2.0,571284.7089999999,0.0,,,13.255642979082172,5.75685259989497
409,VA,9,VA-9,0.0,0.0,0.0,0.0,0.0,27123.486999999986,0.0,,,10.208155310485221,4.4333455217551085
410,VA,10,VA-10,0.0,1.0,1.0,0.0,2.0,746762.7319999995,0.0,,,13.523502785815834,5.8731826358830705
411,VA,11,VA-11,0.0,0.0,0.0,0.0,0.0,2551184.092999999,0.0,,,14.752068159553497,6.406741798354744
412,VT,0,VT-0,0.0,0.0,0.0,0.0,0.0,9577.578000000001,0.0,,,9.167180020629347,3.9812556975730637
413,WA,2,WA-2,0.0,0.0,0.0,0.0,0.0,4535.367,0.0,,,8.419661285404993,3.656612435745829
414,WA,1,WA-1,0.0,0.0,0.0,0.0,0.0,201967.78300000008,0.0,,,12.215863473564434,5.305282098252524
415,WA,3,WA-3,0.0,1.0,0.0,0.0,1.0,142.123,0.0,,,4.956692879852074,2.1526643662088936
416,WA,4,WA-4,0.0,0.0,0.0,0.0,0.0,3888.78,0.0,,,8.265850762743325,3.5898133744952108
417,WA,5,WA-5,0.0,0.0,0.0,0.0,0.0,3569.7140000000004,0.0,,,8.180240759519725,3.5526334224994827
418,WA,6,WA-6,0.0,0.0,0.0,0.0,0.0,106.999,0.0,,,4.672819488623841,2.0293797188393095
419,WA,7,WA-7,0.0,0.0,0.0,0.0,0.0,124406.33400000006,0.0,,,11.731308374389734,5.0948424925028695
420,WA,8,WA-8,0.0,0.0,0.0,0.0,0.0,4633.624000000002,0.0,,,8.44109456229594,3.6659207896286716
421,WA,9,WA-9,0.0,0.0,0.0,0.0,0.0,7823.018000000001,0.0,,,8.964825692590013,3.893374329516341
422,WA,10,WA-10,0.0,0.0,0.0,0.0,0.0,288.23400000000004,0.0,,,5.6637726502365044,2.4597452087522704
423,WI,1,WI-1,0.0,0.0,0.0,0.0,0.0,4894.900999999999,0.0,,,8.495949330040988,3.68974391256643
424,WI,2,WI-2,0.0,0.0,0.0,0.0,0.0,76113.41300000003,0.0,,,11.23997978324643,4.881461196568033
425,WI,3,WI-3,0.0,0.0,0.0,0.0,0.0,1469.956,0.0,,,7.292987747352022,3.1673043352630104
426,WI,4,WI-4,0.0,0.0,0.0,0.0,0.0,2371.583,0.0,,,7.771312943651003,3.375038328570947
427,WI,5,WI-5,0.0,0.0,0.0,0.0,0.0,3933.699,0.0,,,8.277335483566262,3.594801125374812
428,WI,6,WI-6,0.0,0.0,0.0,0.0,0.0,3474.8830000000007,0.0,,,8.15331608836733,3.540940186390937
429,WI,7,WI-7,0.0,0.0,0.0,0.0,0.0,33.901,0.0,,,3.5234445124764053,1.5302125090607963
430,WI,8,WI-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
431,WV,1,WV-1,0.0,0.0,0.0,0.0,0.0,495612.0789999999,0.0,,,13.113548800917926,5.695141882407659
432,WV,2,WV-2,0.0,0.0,0.0,0.0,0.0,16.549,0.0,,,2.8063256770368064,1.2187717559604923
433,WV,3,WV-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
434,WY,0,WY-0,0.0,0.0,0.0,0.0,0.0,10360.466,0.0,,,9.245752495496854,4.015379289837504
